"Year","Month","Geography_Type","Strata","Strata_Name","Count","Annotation_Code","Annotation_Desc","Data_Revision_Date"
2014,01,Occurrence,Total Population,Total Population,41136,,,10/30/2024
2014,01,Residence,Total Population,Total Population,41032,,,10/30/2024
2014,02,Occurrence,Total Population,Total Population,37415,,,10/30/2024
2014,02,Residence,Total Population,Total Population,37346,,,10/30/2024
2014,03,Occurrence,Total Population,Total Population,40747,,,10/30/2024
2014,03,Residence,Total Population,Total Population,40676,,,10/30/2024
2014,04,Occurrence,Total Population,Total Population,40003,,,10/30/2024
2014,04,Residence,Total Population,Total Population,39910,,,10/30/2024
2014,05,Occurrence,Total Population,Total Population,41747,,,10/30/2024
2014,05,Residence,Total Population,Total Population,41664,,,10/30/2024
2014,06,Occurrence,Total Population,Total Population,40550,,,10/30/2024
2014,06,Residence,Total Population,Total Population,40496,,,10/30/2024
2014,07,Occurrence,Total Population,Total Population,44749,,,10/30/2024
2014,07,Residence,Total Population,Total Population,44631,,,10/30/2024
2014,08,Occurrence,Total Population,Total Population,44943,,,10/30/2024
2014,08,Residence,Total Population,Total Population,44834,,,10/30/2024
2014,09,Occurrence,Total Population,Total Population,45150,,,10/30/2024
2014,09,Residence,Total Population,Total Population,45026,,,10/30/2024
2014,10,Occurrence,Total Population,Total Population,44024,,,10/30/2024
2014,10,Residence,Total Population,Total Population,43900,,,10/30/2024
2014,11,Occurrence,Total Population,Total Population,41167,,,10/30/2024
2014,11,Residence,Total Population,Total Population,41104,,,10/30/2024
2014,12,Occurrence,Total Population,Total Population,42449,,,10/30/2024
2014,12,Residence,Total Population,Total Population,42354,,,10/30/2024
2015,01,Occurrence,Total Population,Total Population,41031,,,10/30/2024
2015,01,Residence,Total Population,Total Population,40958,,,10/30/2024
2015,02,Occurrence,Total Population,Total Population,37377,,,10/30/2024
2015,02,Residence,Total Population,Total Population,37308,,,10/30/2024
2015,03,Occurrence,Total Population,Total Population,41014,,,10/30/2024
2015,03,Residence,Total Population,Total Population,40924,,,10/30/2024
2015,04,Occurrence,Total Population,Total Population,39248,,,10/30/2024
2015,04,Residence,Total Population,Total Population,39160,,,10/30/2024
2015,05,Occurrence,Total Population,Total Population,40442,,,10/30/2024
2015,05,Residence,Total Population,Total Population,40374,,,10/30/2024
2015,06,Occurrence,Total Population,Total Population,39956,,,10/30/2024
2015,06,Residence,Total Population,Total Population,39883,,,10/30/2024
2015,07,Occurrence,Total Population,Total Population,43201,,,10/30/2024
2015,07,Residence,Total Population,Total Population,43116,,,10/30/2024
2015,08,Occurrence,Total Population,Total Population,43822,,,10/30/2024
2015,08,Residence,Total Population,Total Population,43735,,,10/30/2024
2015,09,Occurrence,Total Population,Total Population,43691,,,10/30/2024
2015,09,Residence,Total Population,Total Population,43584,,,10/30/2024
2015,10,Occurrence,Total Population,Total Population,42134,,,10/30/2024
2015,10,Residence,Total Population,Total Population,42003,,,10/30/2024
2015,11,Occurrence,Total Population,Total Population,39821,,,10/30/2024
2015,11,Residence,Total Population,Total Population,39732,,,10/30/2024
2015,12,Occurrence,Total Population,Total Population,41112,,,10/30/2024
2015,12,Residence,Total Population,Total Population,41012,,,10/30/2024
2016,01,Occurrence,Total Population,Total Population,39424,,,10/30/2024
2016,01,Residence,Total Population,Total Population,39350,,,10/30/2024
2016,02,Occurrence,Total Population,Total Population,37886,,,10/30/2024
2016,02,Residence,Total Population,Total Population,37789,,,10/30/2024
2016,03,Occurrence,Total Population,Total Population,40958,,,10/30/2024
2016,03,Residence,Total Population,Total Population,40874,,,10/30/2024
2016,04,Occurrence,Total Population,Total Population,38735,,,10/30/2024
2016,04,Residence,Total Population,Total Population,38622,,,10/30/2024
2016,05,Occurrence,Total Population,Total Population,39649,,,10/30/2024
2016,05,Residence,Total Population,Total Population,39568,,,10/30/2024
2016,06,Occurrence,Total Population,Total Population,39849,,,10/30/2024
2016,06,Residence,Total Population,Total Population,39780,,,10/30/2024
2016,07,Occurrence,Total Population,Total Population,41170,,,10/30/2024
2016,07,Residence,Total Population,Total Population,41065,,,10/30/2024
2016,08,Occurrence,Total Population,Total Population,45142,,,10/30/2024
2016,08,Residence,Total Population,Total Population,45054,,,10/30/2024
2016,09,Occurrence,Total Population,Total Population,44377,,,10/30/2024
2016,09,Residence,Total Population,Total Population,44238,,,10/30/2024
2016,10,Occurrence,Total Population,Total Population,42366,,,10/30/2024
2016,10,Residence,Total Population,Total Population,42258,,,10/30/2024
2016,11,Occurrence,Total Population,Total Population,40040,,,10/30/2024
2016,11,Residence,Total Population,Total Population,39945,,,10/30/2024
2016,12,Occurrence,Total Population,Total Population,40489,,,10/30/2024
2016,12,Residence,Total Population,Total Population,40382,,,10/30/2024
2017,01,Occurrence,Total Population,Total Population,39467,,,10/30/2024
2017,01,Residence,Total Population,Total Population,39362,,,10/30/2024
2017,02,Occurrence,Total Population,Total Population,36091,,,10/30/2024
2017,02,Residence,Total Population,Total Population,36003,,,10/30/2024
2017,03,Occurrence,Total Population,Total Population,39237,,,10/30/2024
2017,03,Residence,Total Population,Total Population,39133,,,10/30/2024
2017,04,Occurrence,Total Population,Total Population,37072,,,10/30/2024
2017,04,Residence,Total Population,Total Population,36974,,,10/30/2024
2017,05,Occurrence,Total Population,Total Population,39492,,,10/30/2024
2017,05,Residence,Total Population,Total Population,39402,,,10/30/2024
2017,06,Occurrence,Total Population,Total Population,39045,,,10/30/2024
2017,06,Residence,Total Population,Total Population,38967,,,10/30/2024
2017,07,Occurrence,Total Population,Total Population,40553,,,10/30/2024
2017,07,Residence,Total Population,Total Population,40487,,,10/30/2024
2017,08,Occurrence,Total Population,Total Population,42362,,,10/30/2024
2017,08,Residence,Total Population,Total Population,42256,,,10/30/2024
2017,09,Occurrence,Total Population,Total Population,41599,,,10/30/2024
2017,09,Residence,Total Population,Total Population,41502,,,10/30/2024
2017,10,Occurrence,Total Population,Total Population,40540,,,10/30/2024
2017,10,Residence,Total Population,Total Population,40430,,,10/30/2024
2017,11,Occurrence,Total Population,Total Population,38940,,,10/30/2024
2017,11,Residence,Total Population,Total Population,38835,,,10/30/2024
2017,12,Occurrence,Total Population,Total Population,38556,,,10/30/2024
2017,12,Residence,Total Population,Total Population,38455,,,10/30/2024
2018,01,Occurrence,Total Population,Total Population,38260,,,10/30/2024
2018,01,Occurrence,Place Type,Hospital,37738,,,10/30/2024
2018,01,Occurrence,Place Type,Freestanding Birth Center,110,,,10/30/2024
2018,01,Occurrence,Place Type,Home,292,,,10/30/2024
2018,01,Occurrence,Place Type,Other/Unknown,120,,,10/30/2024
2018,01,Residence,Total Population,Total Population,38018,,,10/30/2024
2018,01,Residence,Place Type,Hospital,37582,,,10/30/2024
2018,01,Residence,Place Type,Freestanding Birth Center,111,,,10/30/2024
2018,01,Residence,Place Type,Home,293,,,10/30/2024
2018,01,Residence,Place Type,Other/Unknown,32,,,10/30/2024
2018,02,Occurrence,Total Population,Total Population,34551,,,10/30/2024
2018,02,Occurrence,Place Type,Hospital,34079,,,10/30/2024
2018,02,Occurrence,Place Type,Freestanding Birth Center,130,,,10/30/2024
2018,02,Occurrence,Place Type,Home,236,,,10/30/2024
2018,02,Occurrence,Place Type,Other/Unknown,106,,,10/30/2024
2018,02,Residence,Total Population,Total Population,34354,,,10/30/2024
2018,02,Residence,Place Type,Hospital,33948,,,10/30/2024
2018,02,Residence,Place Type,Freestanding Birth Center,126,,,10/30/2024
2018,02,Residence,Place Type,Home,236,,,10/30/2024
2018,02,Residence,Place Type,Other/Unknown,44,,,10/30/2024
2018,03,Occurrence,Total Population,Total Population,37883,,,10/30/2024
2018,03,Occurrence,Place Type,Hospital,37435,,,10/30/2024
2018,03,Occurrence,Place Type,Freestanding Birth Center,110,,,10/30/2024
2018,03,Occurrence,Place Type,Home,251,,,10/30/2024
2018,03,Occurrence,Place Type,Other/Unknown,87,,,10/30/2024
2018,03,Residence,Total Population,Total Population,37694,,,10/30/2024
2018,03,Residence,Place Type,Hospital,37310,,,10/30/2024
2018,03,Residence,Place Type,Freestanding Birth Center,109,,,10/30/2024
2018,03,Residence,Place Type,Home,255,,,10/30/2024
2018,03,Residence,Place Type,Other/Unknown,20,,,10/30/2024
2018,04,Occurrence,Total Population,Total Population,35665,,,10/30/2024
2018,04,Occurrence,Place Type,Hospital,35182,,,10/30/2024
2018,04,Occurrence,Place Type,Freestanding Birth Center,116,,,10/30/2024
2018,04,Occurrence,Place Type,Home,289,,,10/30/2024
2018,04,Occurrence,Place Type,Other/Unknown,78,,,10/30/2024
2018,04,Residence,Total Population,Total Population,35481,,,10/30/2024
2018,04,Residence,Place Type,Hospital,35050,,,10/30/2024
2018,04,Residence,Place Type,Freestanding Birth Center,116,,,10/30/2024
2018,04,Residence,Place Type,Home,290,,,10/30/2024
2018,04,Residence,Place Type,Other/Unknown,25,,,10/30/2024
2018,05,Occurrence,Total Population,Total Population,37485,,,10/30/2024
2018,05,Occurrence,Place Type,Hospital,36966,,,10/30/2024
2018,05,Occurrence,Place Type,Freestanding Birth Center,147,,,10/30/2024
2018,05,Occurrence,Place Type,Home,285,,,10/30/2024
2018,05,Occurrence,Place Type,Other/Unknown,87,,,10/30/2024
2018,05,Residence,Total Population,Total Population,37304,,,10/30/2024
2018,05,Residence,Place Type,Hospital,36836,,,10/30/2024
2018,05,Residence,Place Type,Freestanding Birth Center,147,,,10/30/2024
2018,05,Residence,Place Type,Home,286,,,10/30/2024
2018,05,Residence,Place Type,Other/Unknown,35,,,10/30/2024
2018,06,Occurrence,Total Population,Total Population,36794,,,10/30/2024
2018,06,Occurrence,Place Type,Hospital,36333,,,10/30/2024
2018,06,Occurrence,Place Type,Freestanding Birth Center,122,,,10/30/2024
2018,06,Occurrence,Place Type,Home,276,,,10/30/2024
2018,06,Occurrence,Place Type,Other/Unknown,63,,,10/30/2024
2018,06,Residence,Total Population,Total Population,36639,,,10/30/2024
2018,06,Residence,Place Type,Hospital,36210,,,10/30/2024
2018,06,Residence,Place Type,Freestanding Birth Center,121,,,10/30/2024
2018,06,Residence,Place Type,Home,274,,,10/30/2024
2018,06,Residence,Place Type,Other/Unknown,34,,,10/30/2024
2018,07,Occurrence,Total Population,Total Population,39695,,,10/30/2024
2018,07,Occurrence,Place Type,Hospital,39208,,,10/30/2024
2018,07,Occurrence,Place Type,Freestanding Birth Center,133,,,10/30/2024
2018,07,Occurrence,Place Type,Home,279,,,10/30/2024
2018,07,Occurrence,Place Type,Other/Unknown,75,,,10/30/2024
2018,07,Residence,Total Population,Total Population,39563,,,10/30/2024
2018,07,Residence,Place Type,Hospital,39097,,,10/30/2024
2018,07,Residence,Place Type,Freestanding Birth Center,133,,,10/30/2024
2018,07,Residence,Place Type,Home,277,,,10/30/2024
2018,07,Residence,Place Type,Other/Unknown,56,,,10/30/2024
2018,08,Occurrence,Total Population,Total Population,41243,,,10/30/2024
2018,08,Occurrence,Place Type,Hospital,40769,,,10/30/2024
2018,08,Occurrence,Place Type,Freestanding Birth Center,121,,,10/30/2024
2018,08,Occurrence,Place Type,Home,306,,,10/30/2024
2018,08,Occurrence,Place Type,Other/Unknown,47,,,10/30/2024
2018,08,Residence,Total Population,Total Population,41080,,,10/30/2024
2018,08,Residence,Place Type,Hospital,40621,,,10/30/2024
2018,08,Residence,Place Type,Freestanding Birth Center,119,,,10/30/2024
2018,08,Residence,Place Type,Home,302,,,10/30/2024
2018,08,Residence,Place Type,Other/Unknown,38,,,10/30/2024
2018,09,Occurrence,Total Population,Total Population,39234,,,10/30/2024
2018,09,Occurrence,Place Type,Hospital,38755,,,10/30/2024
2018,09,Occurrence,Place Type,Freestanding Birth Center,156,,,10/30/2024
2018,09,Occurrence,Place Type,Home,291,,,10/30/2024
2018,09,Occurrence,Place Type,Other/Unknown,32,,,10/30/2024
2018,09,Residence,Total Population,Total Population,39093,,,10/30/2024
2018,09,Residence,Place Type,Hospital,38620,,,10/30/2024
2018,09,Residence,Place Type,Freestanding Birth Center,152,,,10/30/2024
2018,09,Residence,Place Type,Home,291,,,10/30/2024
2018,09,Residence,Place Type,Other/Unknown,30,,,10/30/2024
2018,10,Occurrence,Total Population,Total Population,39434,,,10/30/2024
2018,10,Occurrence,Place Type,Hospital,38989,,,10/30/2024
2018,10,Occurrence,Place Type,Freestanding Birth Center,146,,,10/30/2024
2018,10,Occurrence,Place Type,Home,265,,,10/30/2024
2018,10,Occurrence,Place Type,Other/Unknown,34,,,10/30/2024
2018,10,Residence,Total Population,Total Population,39297,,,10/30/2024
2018,10,Residence,Place Type,Hospital,38853,,,10/30/2024
2018,10,Residence,Place Type,Freestanding Birth Center,147,,,10/30/2024
2018,10,Residence,Place Type,Home,265,,,10/30/2024
2018,10,Residence,Place Type,Other/Unknown,32,,,10/30/2024
2018,11,Occurrence,Total Population,Total Population,38247,,,10/30/2024
2018,11,Occurrence,Place Type,Hospital,37775,,,10/30/2024
2018,11,Occurrence,Place Type,Freestanding Birth Center,133,,,10/30/2024
2018,11,Occurrence,Place Type,Home,296,,,10/30/2024
2018,11,Occurrence,Place Type,Other/Unknown,43,,,10/30/2024
2018,11,Residence,Total Population,Total Population,38119,,,10/30/2024
2018,11,Residence,Place Type,Hospital,37648,,,10/30/2024
2018,11,Residence,Place Type,Freestanding Birth Center,135,,,10/30/2024
2018,11,Residence,Place Type,Home,296,,,10/30/2024
2018,11,Residence,Place Type,Other/Unknown,40,,,10/30/2024
2018,12,Occurrence,Total Population,Total Population,37716,,,10/30/2024
2018,12,Occurrence,Place Type,Hospital,37294,,,10/30/2024
2018,12,Occurrence,Place Type,Freestanding Birth Center,109,,,10/30/2024
2018,12,Occurrence,Place Type,Home,269,,,10/30/2024
2018,12,Occurrence,Place Type,Other/Unknown,44,,,10/30/2024
2018,12,Residence,Total Population,Total Population,37615,,,10/30/2024
2018,12,Residence,Place Type,Hospital,37201,,,10/30/2024
2018,12,Residence,Place Type,Freestanding Birth Center,108,,,10/30/2024
2018,12,Residence,Place Type,Home,266,,,10/30/2024
2018,12,Residence,Place Type,Other/Unknown,40,,,10/30/2024
2019,01,Occurrence,Total Population,Total Population,37472,,,10/30/2024
2019,01,Occurrence,Place Type,Hospital,37035,,,10/30/2024
2019,01,Occurrence,Place Type,Freestanding Birth Center,114,,,10/30/2024
2019,01,Occurrence,Place Type,Home,278,,,10/30/2024
2019,01,Occurrence,Place Type,Other/Unknown,45,,,10/30/2024
2019,01,Residence,Total Population,Total Population,37373,,,10/30/2024
2019,01,Residence,Place Type,Hospital,36946,,,10/30/2024
2019,01,Residence,Place Type,Freestanding Birth Center,113,,,10/30/2024
2019,01,Residence,Place Type,Home,275,,,10/30/2024
2019,01,Residence,Place Type,Other/Unknown,39,,,10/30/2024
2019,02,Occurrence,Total Population,Total Population,34019,,,10/30/2024
2019,02,Occurrence,Place Type,Hospital,33595,,,10/30/2024
2019,02,Occurrence,Place Type,Freestanding Birth Center,107,,,10/30/2024
2019,02,Occurrence,Place Type,Home,266,,,10/30/2024
2019,02,Occurrence,Place Type,Other/Unknown,51,,,10/30/2024
2019,02,Residence,Total Population,Total Population,33924,,,10/30/2024
2019,02,Residence,Place Type,Hospital,33512,,,10/30/2024
2019,02,Residence,Place Type,Freestanding Birth Center,107,,,10/30/2024
2019,02,Residence,Place Type,Home,260,,,10/30/2024
2019,02,Residence,Place Type,Other/Unknown,45,,,10/30/2024
2019,03,Occurrence,Total Population,Total Population,37226,,,10/30/2024
2019,03,Occurrence,Place Type,Hospital,36759,,,10/30/2024
2019,03,Occurrence,Place Type,Freestanding Birth Center,141,,,10/30/2024
2019,03,Occurrence,Place Type,Home,275,,,10/30/2024
2019,03,Occurrence,Place Type,Other/Unknown,51,,,10/30/2024
2019,03,Residence,Total Population,Total Population,37126,,,10/30/2024
2019,03,Residence,Place Type,Hospital,36672,,,10/30/2024
2019,03,Residence,Place Type,Freestanding Birth Center,142,,,10/30/2024
2019,03,Residence,Place Type,Home,273,,,10/30/2024
2019,03,Residence,Place Type,Other/Unknown,39,,,10/30/2024
2019,04,Occurrence,Total Population,Total Population,35152,,,10/30/2024
2019,04,Occurrence,Place Type,Hospital,34721,,,10/30/2024
2019,04,Occurrence,Place Type,Freestanding Birth Center,114,,,10/30/2024
2019,04,Occurrence,Place Type,Home,267,,,10/30/2024
2019,04,Occurrence,Place Type,Other/Unknown,50,,,10/30/2024
2019,04,Residence,Total Population,Total Population,35045,,,10/30/2024
2019,04,Residence,Place Type,Hospital,34625,,,10/30/2024
2019,04,Residence,Place Type,Freestanding Birth Center,113,,,10/30/2024
2019,04,Residence,Place Type,Home,268,,,10/30/2024
2019,04,Residence,Place Type,Other/Unknown,39,,,10/30/2024
2019,05,Occurrence,Total Population,Total Population,37439,,,10/30/2024
2019,05,Occurrence,Place Type,Hospital,37001,,,10/30/2024
2019,05,Occurrence,Place Type,Freestanding Birth Center,134,,,10/30/2024
2019,05,Occurrence,Place Type,Home,260,,,10/30/2024
2019,05,Occurrence,Place Type,Other/Unknown,44,,,10/30/2024
2019,05,Residence,Total Population,Total Population,37360,,,10/30/2024
2019,05,Residence,Place Type,Hospital,36924,,,10/30/2024
2019,05,Residence,Place Type,Freestanding Birth Center,133,,,10/30/2024
2019,05,Residence,Place Type,Home,262,,,10/30/2024
2019,05,Residence,Place Type,Other/Unknown,41,,,10/30/2024
2019,06,Occurrence,Total Population,Total Population,35719,,,10/30/2024
2019,06,Occurrence,Place Type,Hospital,35280,,,10/30/2024
2019,06,Occurrence,Place Type,Freestanding Birth Center,137,,,10/30/2024
2019,06,Occurrence,Place Type,Home,253,,,10/30/2024
2019,06,Occurrence,Place Type,Other/Unknown,49,,,10/30/2024
2019,06,Residence,Total Population,Total Population,35639,,,10/30/2024
2019,06,Residence,Place Type,Hospital,35209,,,10/30/2024
2019,06,Residence,Place Type,Freestanding Birth Center,137,,,10/30/2024
2019,06,Residence,Place Type,Home,250,,,10/30/2024
2019,06,Residence,Place Type,Other/Unknown,43,,,10/30/2024
2019,07,Occurrence,Total Population,Total Population,39329,,,10/30/2024
2019,07,Occurrence,Place Type,Hospital,38872,,,10/30/2024
2019,07,Occurrence,Place Type,Freestanding Birth Center,155,,,10/30/2024
2019,07,Occurrence,Place Type,Home,261,,,10/30/2024
2019,07,Occurrence,Place Type,Other/Unknown,41,,,10/30/2024
2019,07,Residence,Total Population,Total Population,39260,,,10/30/2024
2019,07,Residence,Place Type,Hospital,38808,,,10/30/2024
2019,07,Residence,Place Type,Freestanding Birth Center,155,,,10/30/2024
2019,07,Residence,Place Type,Home,261,,,10/30/2024
2019,07,Residence,Place Type,Other/Unknown,36,,,10/30/2024
2019,08,Occurrence,Total Population,Total Population,40401,,,10/30/2024
2019,08,Occurrence,Place Type,Hospital,39921,,,10/30/2024
2019,08,Occurrence,Place Type,Freestanding Birth Center,155,,,10/30/2024
2019,08,Occurrence,Place Type,Home,275,,,10/30/2024
2019,08,Occurrence,Place Type,Other/Unknown,50,,,10/30/2024
2019,08,Residence,Total Population,Total Population,40256,,,10/30/2024
2019,08,Residence,Place Type,Hospital,39787,,,10/30/2024
2019,08,Residence,Place Type,Freestanding Birth Center,153,,,10/30/2024
2019,08,Residence,Place Type,Home,273,,,10/30/2024
2019,08,Residence,Place Type,Other/Unknown,43,,,10/30/2024
2019,09,Occurrence,Total Population,Total Population,38824,,,10/30/2024
2019,09,Occurrence,Place Type,Hospital,38317,,,10/30/2024
2019,09,Occurrence,Place Type,Freestanding Birth Center,157,,,10/30/2024
2019,09,Occurrence,Place Type,Home,293,,,10/30/2024
2019,09,Occurrence,Place Type,Other/Unknown,57,,,10/30/2024
2019,09,Residence,Total Population,Total Population,38708,,,10/30/2024
2019,09,Residence,Place Type,Hospital,38211,,,10/30/2024
2019,09,Residence,Place Type,Freestanding Birth Center,152,,,10/30/2024
2019,09,Residence,Place Type,Home,293,,,10/30/2024
2019,09,Residence,Place Type,Other/Unknown,52,,,10/30/2024
2019,10,Occurrence,Total Population,Total Population,39422,,,10/30/2024
2019,10,Occurrence,Place Type,Hospital,38971,,,10/30/2024
2019,10,Occurrence,Place Type,Freestanding Birth Center,126,,,10/30/2024
2019,10,Occurrence,Place Type,Home,279,,,10/30/2024
2019,10,Occurrence,Place Type,Other/Unknown,46,,,10/30/2024
2019,10,Residence,Total Population,Total Population,39328,,,10/30/2024
2019,10,Residence,Place Type,Hospital,38889,,,10/30/2024
2019,10,Residence,Place Type,Freestanding Birth Center,123,,,10/30/2024
2019,10,Residence,Place Type,Home,277,,,10/30/2024
2019,10,Residence,Place Type,Other/Unknown,39,,,10/30/2024
2019,11,Occurrence,Total Population,Total Population,36180,,,10/30/2024
2019,11,Occurrence,Place Type,Hospital,35727,,,10/30/2024
2019,11,Occurrence,Place Type,Freestanding Birth Center,109,,,10/30/2024
2019,11,Occurrence,Place Type,Home,280,,,10/30/2024
2019,11,Occurrence,Place Type,Other/Unknown,64,,,10/30/2024
2019,11,Residence,Total Population,Total Population,36061,,,10/30/2024
2019,11,Residence,Place Type,Hospital,35614,,,10/30/2024
2019,11,Residence,Place Type,Freestanding Birth Center,109,,,10/30/2024
2019,11,Residence,Place Type,Home,280,,,10/30/2024
2019,11,Residence,Place Type,Other/Unknown,58,,,10/30/2024
2019,12,Occurrence,Total Population,Total Population,36651,,,10/30/2024
2019,12,Occurrence,Place Type,Hospital,36253,,,10/30/2024
2019,12,Occurrence,Place Type,Freestanding Birth Center,129,,,10/30/2024
2019,12,Occurrence,Place Type,Home,215,,,10/30/2024
2019,12,Occurrence,Place Type,Other/Unknown,54,,,10/30/2024
2019,12,Residence,Total Population,Total Population,36550,,,10/30/2024
2019,12,Residence,Place Type,Hospital,36160,,,10/30/2024
2019,12,Residence,Place Type,Freestanding Birth Center,130,,,10/30/2024
2019,12,Residence,Place Type,Home,214,,,10/30/2024
2019,12,Residence,Place Type,Other/Unknown,46,,,10/30/2024
2020,01,Occurrence,Total Population,Total Population,36036,,,10/30/2024
2020,01,Occurrence,Place Type,Hospital,35589,,,10/30/2024
2020,01,Occurrence,Place Type,Freestanding Birth Center,135,,,10/30/2024
2020,01,Occurrence,Place Type,Home,270,,,10/30/2024
2020,01,Occurrence,Place Type,Other/Unknown,42,,,10/30/2024
2020,01,Residence,Total Population,Total Population,35951,,,10/30/2024
2020,01,Residence,Place Type,Hospital,35517,,,10/30/2024
2020,01,Residence,Place Type,Freestanding Birth Center,134,,,10/30/2024
2020,01,Residence,Place Type,Home,268,,,10/30/2024
2020,01,Residence,Place Type,Other/Unknown,32,,,10/30/2024
2020,02,Occurrence,Total Population,Total Population,33315,,,10/30/2024
2020,02,Occurrence,Place Type,Hospital,32916,,,10/30/2024
2020,02,Occurrence,Place Type,Freestanding Birth Center,149,,,10/30/2024
2020,02,Occurrence,Place Type,Home,212,,,10/30/2024
2020,02,Occurrence,Place Type,Other/Unknown,38,,,10/30/2024
2020,02,Residence,Total Population,Total Population,33196,,,10/30/2024
2020,02,Residence,Place Type,Hospital,32810,,,10/30/2024
2020,02,Residence,Place Type,Freestanding Birth Center,146,,,10/30/2024
2020,02,Residence,Place Type,Home,211,,,10/30/2024
2020,02,Residence,Place Type,Other/Unknown,29,,,10/30/2024
2020,03,Occurrence,Total Population,Total Population,35013,,,10/30/2024
2020,03,Occurrence,Place Type,Hospital,34598,,,10/30/2024
2020,03,Occurrence,Place Type,Freestanding Birth Center,138,,,10/30/2024
2020,03,Occurrence,Place Type,Home,239,,,10/30/2024
2020,03,Occurrence,Place Type,Other/Unknown,38,,,10/30/2024
2020,03,Residence,Total Population,Total Population,34916,,,10/30/2024
2020,03,Residence,Place Type,Hospital,34508,,,10/30/2024
2020,03,Residence,Place Type,Freestanding Birth Center,138,,,10/30/2024
2020,03,Residence,Place Type,Home,240,,,10/30/2024
2020,03,Residence,Place Type,Other/Unknown,30,,,10/30/2024
2020,04,Occurrence,Total Population,Total Population,33817,,,10/30/2024
2020,04,Occurrence,Place Type,Hospital,33263,,,10/30/2024
2020,04,Occurrence,Place Type,Freestanding Birth Center,182,,,10/30/2024
2020,04,Occurrence,Place Type,Home,334,,,10/30/2024
2020,04,Occurrence,Place Type,Other/Unknown,38,,,10/30/2024
2020,04,Residence,Total Population,Total Population,33747,,,10/30/2024
2020,04,Residence,Place Type,Hospital,33208,,,10/30/2024
2020,04,Residence,Place Type,Freestanding Birth Center,180,,,10/30/2024
2020,04,Residence,Place Type,Home,334,,,10/30/2024
2020,04,Residence,Place Type,Other/Unknown,25,,,10/30/2024
2020,05,Occurrence,Total Population,Total Population,34983,,,10/30/2024
2020,05,Occurrence,Place Type,Hospital,34373,,,10/30/2024
2020,05,Occurrence,Place Type,Freestanding Birth Center,182,,,10/30/2024
2020,05,Occurrence,Place Type,Home,374,,,10/30/2024
2020,05,Occurrence,Place Type,Other/Unknown,54,,,10/30/2024
2020,05,Residence,Total Population,Total Population,34917,,,10/30/2024
2020,05,Residence,Place Type,Hospital,34320,,,10/30/2024
2020,05,Residence,Place Type,Freestanding Birth Center,182,,,10/30/2024
2020,05,Residence,Place Type,Home,373,,,10/30/2024
2020,05,Residence,Place Type,Other/Unknown,42,,,10/30/2024
2020,06,Occurrence,Total Population,Total Population,34465,,,10/30/2024
2020,06,Occurrence,Place Type,Hospital,33901,,,10/30/2024
2020,06,Occurrence,Place Type,Freestanding Birth Center,184,,,10/30/2024
2020,06,Occurrence,Place Type,Home,340,,,10/30/2024
2020,06,Occurrence,Place Type,Other/Unknown,40,,,10/30/2024
2020,06,Residence,Total Population,Total Population,34451,,,10/30/2024
2020,06,Residence,Place Type,Hospital,33900,,,10/30/2024
2020,06,Residence,Place Type,Freestanding Birth Center,183,,,10/30/2024
2020,06,Residence,Place Type,Home,337,,,10/30/2024
2020,06,Residence,Place Type,Other/Unknown,31,,,10/30/2024
2020,07,Occurrence,Total Population,Total Population,37271,,,10/30/2024
2020,07,Occurrence,Place Type,Hospital,36726,,,10/30/2024
2020,07,Occurrence,Place Type,Freestanding Birth Center,161,,,10/30/2024
2020,07,Occurrence,Place Type,Home,329,,,10/30/2024
2020,07,Occurrence,Place Type,Other/Unknown,55,,,10/30/2024
2020,07,Residence,Total Population,Total Population,37220,,,10/30/2024
2020,07,Residence,Place Type,Hospital,36682,,,10/30/2024
2020,07,Residence,Place Type,Freestanding Birth Center,161,,,10/30/2024
2020,07,Residence,Place Type,Home,331,,,10/30/2024
2020,07,Residence,Place Type,Other/Unknown,46,,,10/30/2024
2020,08,Occurrence,Total Population,Total Population,37204,,,10/30/2024
2020,08,Occurrence,Place Type,Hospital,36627,,,10/30/2024
2020,08,Occurrence,Place Type,Freestanding Birth Center,166,,,10/30/2024
2020,08,Occurrence,Place Type,Home,342,,,10/30/2024
2020,08,Occurrence,Place Type,Other/Unknown,69,,,10/30/2024
2020,08,Residence,Total Population,Total Population,37209,,,10/30/2024
2020,08,Residence,Place Type,Hospital,36645,,,10/30/2024
2020,08,Residence,Place Type,Freestanding Birth Center,163,,,10/30/2024
2020,08,Residence,Place Type,Home,341,,,10/30/2024
2020,08,Residence,Place Type,Other/Unknown,60,,,10/30/2024
2020,09,Occurrence,Total Population,Total Population,36457,,,10/30/2024
2020,09,Occurrence,Place Type,Hospital,35880,,,10/30/2024
2020,09,Occurrence,Place Type,Freestanding Birth Center,159,,,10/30/2024
2020,09,Occurrence,Place Type,Home,371,,,10/30/2024
2020,09,Occurrence,Place Type,Other/Unknown,47,,,10/30/2024
2020,09,Residence,Total Population,Total Population,36409,,,10/30/2024
2020,09,Residence,Place Type,Hospital,35840,,,10/30/2024
2020,09,Residence,Place Type,Freestanding Birth Center,160,,,10/30/2024
2020,09,Residence,Place Type,Home,371,,,10/30/2024
2020,09,Residence,Place Type,Other/Unknown,38,,,10/30/2024
2020,10,Occurrence,Total Population,Total Population,35989,,,10/30/2024
